Model,Term,Coefficient_Type,Coefficient,Hazard_Ratio,Standard_Error,Z_Score,P_Value,Lower_CI,Upper_CI,CI_Width,Model_AIC,Model_LogLik,Model_C_Index,N_Observations,N_Events,Significance_Level,Effect_Size_Category,Risk_Direction,Formula,Analysis_Type
mistral_large,C(adv_id)[T.p5]:prompt_to_prompt_drift,Adversarial_ID,-3.73451,0.0239,14.211295,-0.2628,0.792717,,,,3327.61,-1621.805,0.3962,3640,269,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
mistral_large,C(adv_id)[T.p7]:cumulative_drift,Adversarial_ID,1.495863,4.4632,6.526016,0.2292,0.818702,,,,3327.61,-1621.805,0.3962,3640,269,Not_Significant,Large_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
mistral_large,C(adv_id)[T.p5]:cumulative_drift,Adversarial_ID,-1.152551,0.3158,7.411975,-0.1555,0.876428,,,,3327.61,-1621.805,0.3962,3640,269,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
mistral_large,C(adv_id)[T.p7]:prompt_to_prompt_drift,Adversarial_ID,-2.078738,0.1251,13.384392,-0.1553,0.876576,,,,3327.61,-1621.805,0.3962,3640,269,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
mistral_large,C(adv_id)[T.p3],Adversarial_ID,0.038113,1.0388,0.277913,0.1371,0.89092,,,,3327.61,-1621.805,0.3962,3640,269,Not_Significant,No_Effect,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
mistral_large,C(adv_id)[T.p1],Adversarial_ID,0.023627,1.0239,0.274025,0.0862,0.931288,,,,3327.61,-1621.805,0.3962,3640,269,Not_Significant,No_Effect,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
mistral_large,C(adv_id)[T.p2]:cumulative_drift,Adversarial_ID,-0.37356,0.6883,7.356915,-0.0508,0.959503,,,,3327.61,-1621.805,0.3962,3640,269,Not_Significant,Small_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
mistral_large,C(adv_id)[T.p5],Adversarial_ID,-0.013775,0.9863,0.279676,-0.0493,0.960717,,,,3327.61,-1621.805,0.3962,3640,269,Not_Significant,No_Effect,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
mistral_large,C(adv_id)[T.p6]:cumulative_drift,Adversarial_ID,0.268442,1.3079,6.692534,0.0401,0.968005,,,,3327.61,-1621.805,0.3962,3640,269,Not_Significant,Small_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
mistral_large,C(adv_id)[T.p3]:cumulative_drift,Adversarial_ID,-0.086145,0.9175,7.732807,-0.0111,0.991112,,,,3327.61,-1621.805,0.3962,3640,269,Not_Significant,No_Effect,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
mistral_large,C(adv_id)[T.p1]:prompt_to_prompt_drift,Adversarial_ID,-0.145567,0.8645,13.739984,-0.0106,0.991547,,,,3327.61,-1621.805,0.3962,3640,269,Not_Significant,Small_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
mistral_large,C(difficulty_level)[T.elementary],Difficulty_Level,-0.137062,0.8719,0.151177,-0.9066,0.3646,,,,3327.61,-1621.805,0.3962,3640,269,Not_Significant,Small_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
mistral_large,C(difficulty_level)[T.high_school],Difficulty_Level,-0.081598,0.9216,0.164469,-0.4961,0.619802,,,,3327.61,-1621.805,0.3962,3640,269,Not_Significant,No_Effect,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
mistral_large,C(difficulty_level)[T.professional],Difficulty_Level,-0.048027,0.9531,0.146016,-0.3289,0.742217,,,,3327.61,-1621.805,0.3962,3640,269,Not_Significant,No_Effect,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
mistral_large,context_to_prompt_drift,Drift_Effect,-2.252839,0.1051,1.797653,-1.2532,0.210129,,,,3327.61,-1621.805,0.3962,3640,269,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
mistral_large,cumulative_drift,Drift_Effect,-1.356492,0.2576,3.399004,-0.3991,0.68983,,,,3327.61,-1621.805,0.3962,3640,269,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
mistral_large,prompt_to_prompt_drift,Drift_Effect,-1.532351,0.216,5.947121,-0.2577,0.796667,,,,3327.61,-1621.805,0.3962,3640,269,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
mistral_large,C(subject_cluster)[T.STEM],Subject_Cluster,0.383802,1.4679,0.229631,1.6714,0.094646,,,,3327.61,-1621.805,0.3962,3640,269,Marginally_Significant,Small_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
mistral_large,C(subject_cluster)[T.General_Knowledge],Subject_Cluster,0.33681,1.4005,0.226389,1.4877,0.136818,,,,3327.61,-1621.805,0.3962,3640,269,Not_Significant,Small_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
mistral_large,C(subject_cluster)[T.Medical_Health],Subject_Cluster,0.294549,1.3425,0.213128,1.382,0.166962,,,,3327.61,-1621.805,0.3962,3640,269,Not_Significant,Small_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
mistral_large,C(subject_cluster)[T.Social_Sciences]:context_to_prompt_drift,Subject_Cluster,2.533059,12.592,2.568643,0.9861,0.324061,,,,3327.61,-1621.805,0.3962,3640,269,Not_Significant,Large_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
mistral_large,C(subject_cluster)[T.Law_Legal],Subject_Cluster,0.213259,1.2377,0.220725,0.9662,0.333957,,,,3327.61,-1621.805,0.3962,3640,269,Not_Significant,Small_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
mistral_large,C(subject_cluster)[T.General_Knowledge]:context_to_prompt_drift,Subject_Cluster,-2.183035,0.1127,2.702452,-0.8078,0.419207,,,,3327.61,-1621.805,0.3962,3640,269,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
mistral_large,C(subject_cluster)[T.Humanities]:context_to_prompt_drift,Subject_Cluster,1.395271,4.0361,2.614836,0.5336,0.59362,,,,3327.61,-1621.805,0.3962,3640,269,Not_Significant,Large_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
mistral_large,C(subject_cluster)[T.Humanities],Subject_Cluster,0.100451,1.1057,0.235338,0.4268,0.669498,,,,3327.61,-1621.805,0.3962,3640,269,Not_Significant,Small_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
mistral_large,C(subject_cluster)[T.Medical_Health]:context_to_prompt_drift,Subject_Cluster,-0.592222,0.5531,2.367263,-0.2502,0.802454,,,,3327.61,-1621.805,0.3962,3640,269,Not_Significant,Moderate_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
mistral_large,C(subject_cluster)[T.Law_Legal]:context_to_prompt_drift,Subject_Cluster,0.575071,1.7773,2.444497,0.2353,0.814014,,,,3327.61,-1621.805,0.3962,3640,269,Not_Significant,Moderate_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
mistral_large,C(subject_cluster)[T.STEM]:context_to_prompt_drift,Subject_Cluster,-0.418673,0.6579,2.65694,-0.1576,0.87479,,,,3327.61,-1621.805,0.3962,3640,269,Not_Significant,Moderate_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
mistral_large,C(subject_cluster)[T.Social_Sciences],Subject_Cluster,0.012865,1.0129,0.24658,0.0522,0.958391,,,,3327.61,-1621.805,0.3962,3640,269,Not_Significant,No_Effect,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
qwen_3,C(adv_id)[T.p2]:prompt_to_prompt_drift,Adversarial_ID,-16.763253,0.0,15.040348,-1.1146,0.265042,,,,2644.757,-1280.3785,0.4897,4512,205,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
qwen_3,C(adv_id)[T.p2],Adversarial_ID,0.224021,1.2511,0.240612,0.931,0.351828,,,,2644.757,-1280.3785,0.4897,4512,205,Not_Significant,Small_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
qwen_3,C(adv_id)[T.p1]:cumulative_drift,Adversarial_ID,-6.005596,0.0025,7.381692,-0.8136,0.415886,,,,2644.757,-1280.3785,0.4897,4512,205,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
qwen_3,C(adv_id)[T.p7]:cumulative_drift,Adversarial_ID,-5.136151,0.0059,6.732952,-0.7628,0.44556,,,,2644.757,-1280.3785,0.4897,4512,205,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
qwen_3,C(adv_id)[T.p5],Adversarial_ID,-0.14067,0.8688,0.253962,-0.5539,0.579647,,,,2644.757,-1280.3785,0.4897,4512,205,Not_Significant,Small_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
qwen_3,C(adv_id)[T.p5]:cumulative_drift,Adversarial_ID,-4.03672,0.0177,7.382072,-0.5468,0.584497,,,,2644.757,-1280.3785,0.4897,4512,205,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
qwen_3,C(adv_id)[T.p8]:prompt_to_prompt_drift,Adversarial_ID,-7.640343,0.0005,15.553694,-0.4912,0.623268,,,,2644.757,-1280.3785,0.4897,4512,205,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
qwen_3,C(adv_id)[T.p7]:prompt_to_prompt_drift,Adversarial_ID,-6.851827,0.0011,14.782101,-0.4635,0.64299,,,,2644.757,-1280.3785,0.4897,4512,205,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
qwen_3,C(adv_id)[T.p6],Adversarial_ID,-0.114192,0.8921,0.254993,-0.4478,0.654279,,,,2644.757,-1280.3785,0.4897,4512,205,Not_Significant,Small_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
qwen_3,C(adv_id)[T.p2]:cumulative_drift,Adversarial_ID,3.011599,20.3199,6.776313,0.4444,0.656732,,,,2644.757,-1280.3785,0.4897,4512,205,Not_Significant,Large_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
qwen_3,C(adv_id)[T.p6]:prompt_to_prompt_drift,Adversarial_ID,-5.470171,0.0042,14.197307,-0.3853,0.700018,,,,2644.757,-1280.3785,0.4897,4512,205,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
qwen_3,C(adv_id)[T.p3]:prompt_to_prompt_drift,Adversarial_ID,-5.113358,0.006,13.855895,-0.369,0.712099,,,,2644.757,-1280.3785,0.4897,4512,205,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
qwen_3,C(adv_id)[T.p1],Adversarial_ID,0.065445,1.0676,0.246708,0.2653,0.790799,,,,2644.757,-1280.3785,0.4897,4512,205,Not_Significant,No_Effect,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
qwen_3,C(adv_id)[T.p3]:cumulative_drift,Adversarial_ID,1.451149,4.268,6.925549,0.2095,0.83403,,,,2644.757,-1280.3785,0.4897,4512,205,Not_Significant,Large_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
qwen_3,C(adv_id)[T.p8]:cumulative_drift,Adversarial_ID,-1.228161,0.2928,7.11918,-0.1725,0.863033,,,,2644.757,-1280.3785,0.4897,4512,205,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
qwen_3,C(adv_id)[T.p4]:prompt_to_prompt_drift,Adversarial_ID,2.502723,12.2157,14.759661,0.1696,0.865352,,,,2644.757,-1280.3785,0.4897,4512,205,Not_Significant,Large_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
qwen_3,C(adv_id)[T.p3],Adversarial_ID,-0.034217,0.9664,0.250097,-0.1368,0.891176,,,,2644.757,-1280.3785,0.4897,4512,205,Not_Significant,No_Effect,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
qwen_3,C(adv_id)[T.p1]:prompt_to_prompt_drift,Adversarial_ID,-1.816982,0.1625,14.764495,-0.1231,0.902056,,,,2644.757,-1280.3785,0.4897,4512,205,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
qwen_3,C(adv_id)[T.p6]:cumulative_drift,Adversarial_ID,-0.772698,0.4618,6.7427,-0.1146,0.908764,,,,2644.757,-1280.3785,0.4897,4512,205,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
qwen_3,C(adv_id)[T.p8],Adversarial_ID,-0.024805,0.9755,0.24883,-0.0997,0.920594,,,,2644.757,-1280.3785,0.4897,4512,205,Not_Significant,No_Effect,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
qwen_3,C(adv_id)[T.p7],Adversarial_ID,0.024541,1.0248,0.248142,0.0989,0.921218,,,,2644.757,-1280.3785,0.4897,4512,205,Not_Significant,No_Effect,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
qwen_3,C(adv_id)[T.p5]:prompt_to_prompt_drift,Adversarial_ID,-1.216022,0.2964,15.761763,-0.0772,0.938504,,,,2644.757,-1280.3785,0.4897,4512,205,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
qwen_3,C(adv_id)[T.p4]:cumulative_drift,Adversarial_ID,0.150815,1.1628,6.690757,0.0225,0.982017,,,,2644.757,-1280.3785,0.4897,4512,205,Not_Significant,Small_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
qwen_3,C(adv_id)[T.p4],Adversarial_ID,0.000124,1.0001,0.250036,0.0005,0.999605,,,,2644.757,-1280.3785,0.4897,4512,205,Not_Significant,No_Effect,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
qwen_3,C(difficulty_level)[T.high_school],Difficulty_Level,-0.229391,0.795,0.178132,-1.2878,0.197831,,,,2644.757,-1280.3785,0.4897,4512,205,Not_Significant,Small_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
qwen_3,C(difficulty_level)[T.elementary],Difficulty_Level,0.04572,1.0468,0.1583,0.2888,0.77272,,,,2644.757,-1280.3785,0.4897,4512,205,Not_Significant,No_Effect,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
qwen_3,C(difficulty_level)[T.professional],Difficulty_Level,-0.025587,0.9747,0.159814,-0.1601,0.872799,,,,2644.757,-1280.3785,0.4897,4512,205,Not_Significant,No_Effect,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
qwen_3,prompt_to_prompt_drift,Drift_Effect,-4.248928,0.0143,6.139656,-0.692,0.488908,,,,2644.757,-1280.3785,0.4897,4512,205,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
qwen_3,context_to_prompt_drift,Drift_Effect,-0.645763,0.5243,1.005107,-0.6425,0.520561,,,,2644.757,-1280.3785,0.4897,4512,205,Not_Significant,Moderate_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
qwen_3,cumulative_drift,Drift_Effect,-1.551301,0.212,3.166615,-0.4899,0.62421,,,,2644.757,-1280.3785,0.4897,4512,205,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
qwen_3,C(subject_cluster)[T.Social_Sciences]:context_to_prompt_drift,Subject_Cluster,2.276124,9.7389,1.509908,1.5075,0.131693,,,,2644.757,-1280.3785,0.4897,4512,205,Not_Significant,Large_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
qwen_3,C(subject_cluster)[T.General_Knowledge],Subject_Cluster,0.28411,1.3286,0.201147,1.4125,0.157816,,,,2644.757,-1280.3785,0.4897,4512,205,Not_Significant,Small_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
qwen_3,C(subject_cluster)[T.Humanities]:context_to_prompt_drift,Subject_Cluster,1.640335,5.1569,1.532044,1.0707,0.284311,,,,2644.757,-1280.3785,0.4897,4512,205,Not_Significant,Large_Increase,Increased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
qwen_3,C(subject_cluster)[T.General_Knowledge]:context_to_prompt_drift,Subject_Cluster,-1.630983,0.1957,1.617634,-1.0083,0.313333,,,,2644.757,-1280.3785,0.4897,4512,205,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
qwen_3,C(subject_cluster)[T.Social_Sciences],Subject_Cluster,-0.214843,0.8067,0.229154,-0.9375,0.348477,,,,2644.757,-1280.3785,0.4897,4512,205,Not_Significant,Small_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
qwen_3,C(subject_cluster)[T.STEM]:context_to_prompt_drift,Subject_Cluster,-1.257711,0.2843,1.698165,-0.7406,0.458918,,,,2644.757,-1280.3785,0.4897,4512,205,Not_Significant,Large_Decrease,Decreased_Risk,C(adv_id) * cumulative_drift + C(adv_id) * prompt_to_prompt_drift + C(subject_cluster) * context_to_prompt_drift + C(difficulty_level) + prompt_to_prompt_drift + context_to_prompt_drift + cumulative_drift,combined
